Address,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"151 S Kilkea Dr, Los Angeles, CA 90048","$2,049,000 ",3 bds,3 ba,"1,636 sqft","$2,049,004 ",Single Family,1937,Forced air,Central,2 spaces,"4,277 sqft",Great solar potentialSun Numberâ„¢:Â 95.39,"$9,606 ","$7,574/mo","$1,315/mo",$717/mo,$0/mo
"1311 Braeridge Dr, Beverly Hills, CA 90210","$1,599,000 ",3 bds,3 ba,"1,360 sqft","$1,599,074 ",Single Family,1962,Other,Other,1 space,"8,515 sqft",Great solar potentialSun Numberâ„¢:Â 81.67,"$7,496 ","$5,910/mo","$1,026/mo",$560/mo,$0/mo
"1289 Meadowbrook Ave, Los Angeles, CA 90019","$1,679,000 ",4 bds,4 ba,"2,345 sqft","$1,666,806 ",Single Family,2016,Forced air,Central,2 spaces,"6,912 sqft",Great solar potentialSun Numberâ„¢:Â 86.45,"$7,871 ","$6,206/mo","$1,077/mo",$588/mo,$0/mo
"15050 Sherman Way UNIT 146, Los Angeles, CA 91405","$414,999 ",2 bds,2 ba,"1,309 sqft","$415,376 ",Townhouse,1981,Forced air,Central,4 spaces,3.27 acres,Great solar potentialSun Numberâ„¢:Â 73.97,"$2,396 ","$1,536/mo",$266/mo,$145/mo,$449/mo
"3469 Mandeville Canyon Rd, Los Angeles, CA 90049","$1,399,000 ",4 bds,3 ba,"2,340 sqft","$1,392,777 ",Single Family,1955,Forced air,None,1 space,0.34 acres,Great solar potentialSun Numberâ„¢:Â 78.75,"$6,558 ","$5,171/mo",$898/mo,$490/mo,$0/mo
"1845 Mandeville Canyon Rd, Los Angeles, CA 90049","$3,495,000 ",3 bds,4 ba,"2,650 sqft","$3,408,030 ",Single Family,1940,Forced air,Central,2 spaces,0.4 acres,Great solar potentialSun Numberâ„¢:Â 93.03,"$16,384 ","$12,919/mo","$2,243/mo","$1,223/mo",$0/mo
"10796 Ashton Ave, Los Angeles, CA 90024","$2,695,000 ",4 bds,3 ba,"2,696 sqft","$2,672,663 ",Single Family,1940,Forced air,Central,2 spaces,"6,507 sqft",Great solar potentialSun Numberâ„¢:Â 94.55,"$13,384 ","$9,962/mo","$1,729/mo",$943/mo,$750/mo
"10603 Rochester Ave, Los Angeles, CA 90024","$2,595,000 ",4 bds,3 ba,"1,767 sqft","$2,574,453 ",Single Family,1926,Other,Central,2 spaces,"9,496 sqft",Great solar potentialSun Numberâ„¢:Â 87.35,"$12,740 ","$9,592/mo","$1,665/mo",$908/mo,$575/mo
"1763 S Garth Ave, Los Angeles, CA 90035","$1,600,000 ",3 bds,2 ba,"1,723 sqft","$1,623,381 ",Single Family,1932,Forced air,Central,2 spaces,"6,159 sqft",Great solar potentialSun Numberâ„¢:Â 84.39,"$7,501 ","$5,914/mo","$1,027/mo",$560/mo,$0/mo
"16366 Sloan Dr, Los Angeles, CA","$3,549,000 ",4 bds,5 ba,"4,600 sqft","$3,436,618 ",Single Family,2019,Forced air,Central,3 spaces,0.35 acres,Great solar potentialSun Numberâ„¢:Â 95.53,"$16,663 ","$13,118/mo","$2,277/mo","$1,242/mo",$25/mo
"10026 Marcus Ave, Tujunga, CA 91042","$399,999 ",1 bd,1 ba,610 sqft,"$403,315 ",Single Family,1921,Forced air,Central,2 spaces,"1,845 sqft",Great solar potentialSun Numberâ„¢:Â 95.7,"$1,877 ","$1,480/mo",$257/mo,$140/mo,$0/mo
"14019 Runnymede St, Van Nuys, CA 91405","$729,000 ",3 bds,2 ba,"1,894 sqft","$730,123 ",Single Family,1952,Forced air,Central,2 spaces,"7,048 sqft",Great solar potentialSun Numberâ„¢:Â 93.97,"$3,391 ","$2,668/mo",$468/mo,$255/mo,$0/mo
"7731 Etiwanda Ave, Reseda, CA 91335","$725,000 ",4 bds,2 ba,"2,112 sqft","$727,000 ",Single Family,1952,Wall,Central,1 space,0.4 acres,Limited solar potentialSun Numberâ„¢:Â 43.55,"$3,372 ","$2,653/mo",$465/mo,$254/mo,$0/mo
"13608 Sylvan St, Van Nuys, CA 91401","$899,000 ",3 bds,3 ba,"1,596 sqft","$899,007 ",Single Family,1951,Forced air,Central,1 space,"5,898 sqft",Good solar potentialSun Numberâ„¢:Â 67.34,"$4,182 ","$3,290/mo",$577/mo,$315/mo,$0/mo
"24600 Calvert St, Woodland Hills, CA 91367","$969,900 ",5 bds,4 ba,"2,610 sqft","$964,377 ",Single Family,1966,Forced air,Central,2 spaces,0.25 acres,Great solar potentialSun Numberâ„¢:Â 76.59,"$4,887 ","$3,585/mo",$622/mo,$339/mo,$340/mo
"3670 Holboro Dr, Los Angeles, CA 90027","$2,260,000 ",4 bds,6 ba,"3,227 sqft","$2,232,334 ",Single Family,2014,Forced air,Central,2 spaces,0.31 acres,Great solar potentialSun Numberâ„¢:Â 92.19,"$10,595 ","$8,354/mo","$1,450/mo",$791/mo,$0/mo
"607 W 111th Pl, Los Angeles, CA 90044","$549,000 ",2 bds,1 ba,936 sqft,"$549,101 ",Single Family,1926,Wall,None,3 spaces,"5,000 sqft",Limited solar potentialSun Numberâ„¢:Â 56.94,"$2,576 ","$2,032/mo",$352/mo,$192/mo,$0/mo
"Towns Residence 5 Plan, The District at Northridge","$699,000 ",2 bds,3.5 ba,"1,814 sqft","$689,446 ",Townhouse,2019,,,2 spaces,,,"$3,551 ",,,,
"2238 S Redondo Blvd, Los Angeles, CA 90016","$725,000 ",3 bds,1 ba,"1,263 sqft","$737,521 ",Single Family,1923,Baseboard,None,1 space,"4,795 sqft",Great solar potentialSun Numberâ„¢:Â 92.99,"$3,372 ","$2,653/mo",$465/mo,$254/mo,$0/mo
"8533 Tujunga Valley St, Sunland, CA 91040","$849,000 ",5 bds,3 ba,"2,259 sqft","$849,126 ",Single Family,1983,Other,Central,1 space,"5,549 sqft",Great solar potentialSun Numberâ„¢:Â 95.84,"$3,957 ","$3,107/mo",$545/mo,$297/mo,$8/mo
"Plan 1 Plan, Autry","$562,990 ",3 bds,3 ba,"1,916 sqft","$561,826 ",Single Family,2019,Wall,Solar,2 spaces,,Great solar potentialSun Numberâ„¢:Â 95.9,"$2,800 ",,,,
"731 W 109th St, Los Angeles, CA 90044","$479,000 ",3 bds,2 ba,"1,610 sqft","$479,479 ",Single Family,1937,Forced air,Central,Detached Garage,"6,390 sqft",Great solar potentialSun Numberâ„¢:Â 80.94,"$2,248 ","$1,773/mo",$307/mo,$168/mo,$0/mo
"1617 S Sherbourne Dr, Los Angeles, CA 90035","$1,752,000 ",3 bds,2 ba,"2,013 sqft","$1,752,006 ",Single Family,1939,Forced air,Central,,"6,499 sqft",Great solar potentialSun Numberâ„¢:Â 94.79,"$8,213 ","$6,476/mo","$1,124/mo",$613/mo,$0/mo
"10475 Newhome Ave UNIT 1, Los Angeles, CA 91040","$449,000 ",3 bds,3 ba,"1,204 sqft","$449,858 ",Townhouse,1979,Other,Central,,8.6 acres,Great solar potentialSun Numberâ„¢:Â 87.84,"$2,502 ","$1,662/mo",$288/mo,$157/mo,$395/mo
"22969 Brenford St, Woodland Hills, CA 91364","$999,000 ",3 bds,2 ba,"2,084 sqft","$1,003,545 ",Single Family,1959,Other,Central,2 spaces,"10,136 sqft",Great solar potentialSun Numberâ„¢:Â 80.51,"$4,683 ","$3,693/mo",$641/mo,$350/mo,$0/mo
"9230 Woodley Ave, North Hills, CA 91343","$629,000 ",4 bds,3 ba,"1,904 sqft","$629,096 ",Single Family,1987,Forced air,Central,Attached Garage,"7,270 sqft",Good solar potentialSun Numberâ„¢:Â 69.97,"$2,926 ","$2,302/mo",$404/mo,$220/mo,$0/mo
"5411 Willis Ave, Sherman Oaks, CA 91411","$899,000 ",3 bds,2 ba,"1,498 sqft","$904,194 ",Single Family,1950,Forced air,Central,1 space,"6,250 sqft",Great solar potentialSun Numberâ„¢:Â 75.14,"$4,182 ","$3,290/mo",$577/mo,$315/mo,$0/mo
"7902 Goodland Ave, North Hollywood, CA 91605","$639,000 ",3 bds,3 ba,"2,072 sqft","$640,000 ",Single Family,1961,Other,,1 space,"6,660 sqft",Great solar potentialSun Numberâ„¢:Â 94.96,"$2,972 ","$2,339/mo",$410/mo,$224/mo,$0/mo
"1066 Pagoda Pl, Los Angeles, CA 90031","$789,000 ",3 bds,1 ba,"1,065 sqft","$800,909 ",Single Family,1948,Forced air,Central,3 spaces,"5,471 sqft",Great solar potentialSun Numberâ„¢:Â 93.47,"$3,670 ","$2,887/mo",$506/mo,$276/mo,$0/mo
"9564 Laurel Canyon Blvd, Arleta, CA 91331","$569,500 ",4 bds,2 ba,"1,175 sqft","$574,845 ",Single Family,1954,Wall,,1 space,"7,501 sqft",Great solar potentialSun Numberâ„¢:Â 87.71,"$2,649 ","$2,084/mo",$365/mo,$199/mo,$0/mo
"13132 Mesa Verde Way, Sylmar, CA 91342","$775,000 ",4 bds,3 ba,"3,606 sqft","$769,824 ",Single Family,2001,Forced air,Central,Attached Garage,82.39 acres,Great solar potentialSun Numberâ„¢:Â 87.9,"$3,786 ","$2,836/mo",$497/mo,$271/mo,$181/mo
"12600 Rosy Cir, Los Angeles, CA 90066","$1,899,000 ",4 bds,3 ba,"2,096 sqft","$1,366,822 ",Single Family,1972,Forced air,Central,6 spaces,"5,011 sqft",Great solar potentialSun Numberâ„¢:Â 93.97,"$8,902 ","$7,019/mo","$1,219/mo",$665/mo,$0/mo
"4845 Elmwood Ave APT E, Los Angeles, CA 90004","$848,900 ",3 bds,3 ba,"1,700 sqft","$848,908 ",Townhouse,1995,Forced air,Other,"Off street, Detached Garage","7,248 sqft",,"$4,219 ","$3,107/mo",$545/mo,$297/mo,$270/mo
"22401 Plummer St, Chatsworth, CA 91311","$2,795,000 ",5 bds,6 ba,"5,022 sqft","$2,701,833 ",Single Family,1945,Forced air,Central,4 spaces,2.63 acres,,"$13,103 ","$10,331/mo","$1,793/mo",$978/mo,$0/mo
"12984 Discovery Crk, Playa Vista, CA","$2,999,600 ",4 bds,5 ba,"3,627 sqft","$2,910,272 ",Single Family,,,,2 spaces,,,"$14,062 ",,,,
"1047 Napoli Dr, Pacific Palisades, CA 90272","$10,995,000 ",5 bds,7 ba,"7,879 sqft","$10,733,320 ",Single Family,1950,Forced air,Central,1 space,0.26 acres,Great solar potentialSun Numberâ„¢:Â 87.46,"$51,565 ","$40,641/mo","$7,055/mo","$3,848/mo",$21/mo
"734 E 83rd St, Los Angeles, CA 90001","$360,238 ",3 bds,1 ba,"1,112 sqft",,Single Family,1929,Wall,,,"5,227 sqft",Great solar potentialSun Numberâ„¢:Â 93.74,"$1,690 ","$1,333/mo",$231/mo,$126/mo,$0/mo
"6651 Pollard St, Los Angeles, CA 90042","$687,073 ",3 bds,1 ba,"1,386 sqft","$755,419 ",Single Family,1907,Wall,,1 space,"6,534 sqft",Great solar potentialSun Numberâ„¢:Â 93.38,"$3,196 ","$2,514/mo",$441/mo,$240/mo,$0/mo
"22324 Roscoe Blvd, Canoga Park, CA 91304","$549,506 ",3 bds,2 ba,"1,432 sqft","$603,859 ",Single Family,1961,Other,,1 space,"8,712 sqft",Great solar potentialSun Numberâ„¢:Â 78.08,"$2,579 ","$2,034/mo",$353/mo,$192/mo,$0/mo
"759 E 90th St, Los Angeles, CA 90002","$350,000 ",2 bds,1 ba,936 sqft,"$354,666 ",Single Family,1924,Wall,Central,,"3,802 sqft",Great solar potentialSun Numberâ„¢:Â 88.94,"$1,642 ","$1,295/mo",$225/mo,$123/mo,$0/mo
"7740 Mcgroarty St, Tujunga, CA 91042","$527,769 ",1 bd,1 ba,"1,241 sqft","$580,428 ",Single Family,1921,Wall,,,"6,098 sqft",Great solar potentialSun Numberâ„¢:Â 78.88,"$2,477 ","$1,953/mo",$339/mo,$185/mo,$0/mo
"7818 Geyser Ave, Reseda, CA 91335","$590,620 ",4 bds,4 ba,"1,620 sqft","$648,275 ",Single Family,1955,Other,Central,1 space,"7,405 sqft",Great solar potentialSun Numberâ„¢:Â 74.75,"$2,747 ","$2,161/mo",$379/mo,$207/mo,$0/mo
"7555 Donna Ave, Reseda, CA 91335","$535,315 ",3 bds,2 ba,"1,264 sqft","$588,660 ",Single Family,1975,Other,Central,2 spaces,"5,227 sqft",Great solar potentialSun Numberâ„¢:Â 77.15,"$2,512 ","$1,981/mo",$343/mo,$187/mo,$0/mo
"12213 Hillslope St, Studio City, CA 91604","$1,182,211 ",2 bds,2 ba,"1,495 sqft","$1,297,408 ",Single Family,1939,Forced air,Central,1 space,"5,227 sqft",Great solar potentialSun Numberâ„¢:Â 78.84,"$5,542 ","$4,370/mo",$759/mo,$414/mo,$0/mo
"5019 Genesta Ave, Encino, CA 91316","$1,991,989 ",3 bds,#NAME?,"2,719 sqft","$2,179,295 ",Single Family,1926,Other,,,0.46 acres,Candidate for a community solar programSun Numberâ„¢:Â 21.61,"$9,338 ","$7,363/mo","$1,278/mo",$697/mo,$0/mo
"5019 Genesta Ave, Encino, CA 91316","$1,991,989 ",3 bds,#NAME?,"2,719 sqft","$2,179,295 ",Single Family,1926,Other,,,0.46 acres,Candidate for a community solar programSun Numberâ„¢:Â 21.61,"$9,338 ","$7,363/mo","$1,278/mo",$697/mo,$0/mo
"16026 Leadwell St, Van Nuys, CA 91406","$503,994 ",2 bds,2 ba,"1,034 sqft","$554,267 ",Single Family,1948,Other,Central,1 space,"7,405 sqft",Great solar potentialSun Numberâ„¢:Â 84.13,"$2,365 ","$1,865/mo",$323/mo,$176/mo,$0/mo
"4428 Morro Dr, Woodland Hills, CA 91364","$749,950 ",3 bds,3 ba,"1,813 sqft","$746,537 ",Single Family,1981,Forced air,Central,2 spaces,"6,155 sqft",Good solar potentialSun Numberâ„¢:Â 63.67,"$3,488 ","$2,745/mo",$481/mo,$262/mo,$0/mo
"Residence 3 Plan, Ashton","$643,990 ",4 bds,3.5 ba,"1,995 sqft","$635,972 ",Townhouse,2019,,,2 spaces,,,"$2,995 ",,,,
"620 Vernon Ave, Venice, CA 90291","$1,625,000 ",3 bds,2 ba,"1,600 sqft",,Single Family,1923,Forced air,Central,Detached Garage,"4,804 sqft",Great solar potentialSun Numberâ„¢:Â 86.81,"$7,618 ","$6,007/mo","$1,043/mo",$569/mo,$0/mo
"18625 Superior St, Northridge, CA 91324","$699,000 ",4 bds,3 ba,"2,255 sqft","$699,006 ",Single Family,1965,Forced air,Central,1 space,"8,032 sqft",Great solar potentialSun Numberâ„¢:Â 93.91,"$3,251 ","$2,558/mo",$449/mo,$245/mo,$0/mo
"6365 Blanchard Canyon Rd, Tujunga, CA 91042","$544,000 ",2 bds,2 ba,"1,100 sqft","$562,072 ",Single Family,1940,Wall,None,Off street,1 acre,Great solar potentialSun Numberâ„¢:Â 70.1,"$2,553 ","$2,013/mo",$349/mo,$190/mo,$0/mo
"3343 1/2 Rowena Ave, Los Angeles, CA 90027","$1,175,000 ",2 bds,3 ba,"1,538 sqft","$1,228,066 ",Single Family,2011,Forced air,Central,2 spaces,"1,658 sqft",Great solar potentialSun Numberâ„¢:Â 90.59,"$5,848 ","$4,343/mo",$754/mo,$411/mo,$340/mo
"639 Frigate Ave, Wilmington, CA 90744","$419,999 ",2 bds,2 ba,"1,394 sqft","$420,513 ",Single Family,1926,Wall,,1 space,"3,084 sqft",Candidate for a community solar programSun Numberâ„¢:Â 36.85,"$1,971 ","$1,554/mo",$269/mo,$147/mo,$0/mo
"4841 Minden Pl, Los Angeles, CA","$1,449,000 ",4 bds,4 ba,"2,433 sqft","$1,449,001 ",Single Family,2019,,,,"5,035 sqft",,"$6,793 ","$5,356/mo",$930/mo,$507/mo,$0/mo
"7719 Goodland Ave, North Hollywood, CA 91605","$849,000 ",3 bds,2 ba,"1,566 sqft","$849,108 ",Single Family,1957,Forced air,Central,1 space,"5,950 sqft",Great solar potentialSun Numberâ„¢:Â 94.96,"$3,949 ","$3,107/mo",$545/mo,$297/mo,$0/mo
"14152 Foothill Blvd UNIT 43, Los Angeles, CA 91342","$385,000 ",3 bds,3 ba,"1,476 sqft","$387,431 ",Townhouse,1989,Forced air,Central,Attached Garage,3.23 acres,Great solar potentialSun Numberâ„¢:Â 95.9,"$2,167 ","$1,425/mo",$247/mo,$135/mo,$360/mo
"Plan 2 Plan, New Heights","$669,900 ",4 bds,4 ba,"2,200 sqft","$659,880 ",Single Family,2019,Forced air,Solar,2 spaces,,Great solar potentialSun Numberâ„¢:Â 87.68,"$3,195 ",,,,
"1052 N Grandview Ave, Covina, CA 91722","$598,000 ",3 bds,2 ba,"1,387 sqft","$604,656 ",Single Family,1956,Forced air,Central,1 space,"7,348 sqft",Great solar potentialSun Numberâ„¢:Â 95.56,"$2,782 ","$2,188/mo",$384/mo,$209/mo,$0/mo
"Plan 3 Plan, Seabluff","$1,000,000 ",2 bds,2 ba,"1,107 sqft",,Single Family,2019,,,1 space,,,"$4,688 ",,,,
"11801 Gager St, Sylmar, CA 91342","$619,500 ",4 bds,2 ba,"1,783 sqft","$453,182 ",Single Family,1965,Forced air,Central,2 spaces,"7,470 sqft",Great solar potentialSun Numberâ„¢:Â 93.48,"$2,882 ","$2,267/mo",$398/mo,$217/mo,$0/mo
"7109 Shirley Ave, Reseda, CA 91335","$490,000 ",3 bds,2 ba,"1,085 sqft","$499,821 ",Single Family,1951,Forced air,Central,1 space,"6,298 sqft",Great solar potentialSun Numberâ„¢:Â 77.97,"$2,299 ","$1,813/mo",$314/mo,$172/mo,$0/mo
"18406 Chatham Ln, Porter Ranch, CA 91326","$1,299,999 ",6 bds,5 ba,"4,270 sqft","$1,280,020 ",Single Family,1986,Forced air,Central,6 spaces,"8,820 sqft",Good solar potentialSun Numberâ„¢:Â 67.82,"$6,262 ","$4,805/mo",$834/mo,$455/mo,$168/mo
"1166 S Windsor Blvd, Los Angeles, CA 90019","$1,090,000 ",2 bds,2 ba,"1,572 sqft","$1,099,519 ",Single Family,1922,Wall,"Central, None",1 space,"8,590 sqft",Great solar potentialSun Numberâ„¢:Â 93.65,"$5,110 ","$4,029/mo",$699/mo,$382/mo,$0/mo
"Residence 2395 Plan, Remington Place","$769,990 ",4 bds,3 ba,"2,395 sqft","$769,995 ",Single Family,2019,,,2 spaces,,,"$3,581 ",,,,
"14664 Forest Edge Dr, Sylmar, CA 91342","$505,000 ",3 bds,3 ba,"1,884 sqft","$505,790 ",Single Family,2007,Forced air,Central,Attached Garage,0.66 acres,Great solar potentialSun Numberâ„¢:Â 91.1,"$2,614 ","$1,869/mo",$324/mo,$177/mo,$244/mo
"752 E 17th St, Los Angeles, CA 90021","$550,000 ",4 bds,2 ba,"2,064 sqft","$550,003 ",Single Family,1902,,None,,"3,850 sqft",Great solar potentialSun Numberâ„¢:Â 95.38,"$2,581 ","$2,035/mo",$353/mo,$193/mo,$0/mo
"4730 La Villa Marina UNIT H, Marina Del Rey, CA 90292","$919,900 ",2 bds,3 ba,"1,672 sqft","$924,323 ",Townhouse,1966,Forced air,Central,2 spaces,1.53 acres,,"$4,707 ","$3,400/mo",$590/mo,$322/mo,$395/mo
"8426 Kester Ave, Panorama City, CA 91402","$1,300,000 ",1 bd,2 ba,796 sqft,"$1,298,056 ",Single Family,1940,Wall,None,1 space,0.76 acres,Great solar potentialSun Numberâ„¢:Â 85.97,"$6,094 ","$4,805/mo",$834/mo,$455/mo,$0/mo
"8636 W Olympic Blvd APT 2, Los Angeles, CA 90035","$995,000 ",3 bds,4 ba,"1,692 sqft","$1,003,923 ",Townhouse,1987,Forced air,Central,2 spaces,"7,000 sqft",Great solar potentialSun Numberâ„¢:Â 91.58,"$5,040 ","$3,678/mo",$638/mo,$348/mo,$375/mo
"16926 Magnolia Blvd, Encino, CA 91316","$1,349,000 ",3 bds,2 ba,"2,087 sqft","$1,340,824 ",Single Family,1961,Forced air,Central,3 spaces,0.27 acres,Great solar potentialSun Numberâ„¢:Â 93.61,"$6,324 ","$4,986/mo",$866/mo,$472/mo,$0/mo
"20151 Via Medici, Porter Ranch, CA 91326","$1,850,000 ",5 bds,5 ba,"4,721 sqft","$1,800,884 ",Single Family,1999,Other,Central,,0.26 acres,Great solar potentialSun Numberâ„¢:Â 77.42,"$8,683 ","$6,838/mo","$1,187/mo",$648/mo,$10/mo
"5746 Denny Ave, North Hollywood, CA 91601","$579,500 ",2 bds,1 ba,"1,073 sqft","$580,467 ",Single Family,1955,Wall,,1 space,"3,497 sqft",Great solar potentialSun Numberâ„¢:Â 88.62,"$2,689 ","$2,114/mo",$372/mo,$203/mo,$0/mo
"2158 Clifford St, Los Angeles, CA 90026","$1,055,000 ",2 bds,3 ba,"1,774 sqft","$1,055,009 ",Single Family,2019,Forced air,"Central, Wall",2 spaces,"1,276 sqft",Great solar potentialSun Numberâ„¢:Â 85.87,"$5,088 ","$3,902/mo",$677/mo,$369/mo,$140/mo
"19422 Crystal Ridge Ln, Porter Ranch, CA 91326","$595,000 ",2 bds,3 ba,"1,787 sqft","$595,023 ",Single Family,1986,Other,Central,,"3,158 sqft",Good solar potentialSun Numberâ„¢:Â 66.22,"$3,351 ","$2,171/mo",$382/mo,$208/mo,$590/mo
"7349 Nita Ave, Canoga Park, CA 91303","$599,990 ",3 bds,2 ba,"1,153 sqft","$607,914 ",Single Family,1956,Forced air,Central,2 spaces,"6,899 sqft",Great solar potentialSun Numberâ„¢:Â 76.18,"$2,784 ","$2,189/mo",$385/mo,$210/mo,$0/mo
"9924 Westwanda Dr, Beverly Hills, CA 90210","$875,000 ",2 bds,1 ba,"1,242 sqft","$889,156 ",Single Family,1953,Forced air,Central,3 spaces,"10,293 sqft",Candidate for a community solar programSun Numberâ„¢:Â 23.37,"$4,060 ","$3,192/mo",$561/mo,$306/mo,$0/mo
"22909 Cantlay St, West Hills, CA 91307","$774,500 ",4 bds,2 ba,"1,623 sqft","$774,507 ",Single Family,1960,Forced air,Central,4 spaces,"7,501 sqft",Great solar potentialSun Numberâ„¢:Â 75.88,"$3,593 ","$2,825/mo",$497/mo,$271/mo,$0/mo
"5517 Mammoth Ave, Sherman Oaks, CA","$2,250,000 ",4 bds,4 ba,"3,000 sqft","$2,250,010 ",Single Family,2019,Forced air,Central,4 spaces,"9,587 sqft",Great solar potentialSun Numberâ„¢:Â 84.94,"$10,552 ","$8,321/mo","$1,444/mo",$788/mo,$0/mo
"8350 Hillview Ave, Canoga Park, CA 91304","$574,999 ",3 bds,2 ba,"1,765 sqft","$586,075 ",Single Family,1956,Forced air,Central,5 spaces,"7,501 sqft",Great solar potentialSun Numberâ„¢:Â 82.08,"$2,668 ","$2,098/mo",$369/mo,$201/mo,$0/mo
"15022 Wyandotte St, Van Nuys, CA 91405","$749,000 ",2 bds,1 ba,660 sqft,"$763,160 ",Single Family,1948,Wall,None,1 space,0.38 acres,Great solar potentialSun Numberâ„¢:Â 85.97,"$3,475 ","$2,732/mo",$481/mo,$262/mo,$0/mo
"4210 Dalton Ave, Los Angeles, CA 90062","$725,000 ",5 bds,2 ba,"2,854 sqft","$725,000 ",Single Family,1911,Wall,None,Detached Garage,"6,703 sqft",Great solar potentialSun Numberâ„¢:Â 93.49,"$3,364 ","$2,645/mo",$465/mo,$254/mo,$0/mo
"Plan Two Plan, 24 On Centre","$834,900 ",2 bds,2.5 ba,"1,802 sqft","$826,605 ",Single Family,2019,Forced air,,Attached Garage,,,"$3,874 ",,,,
"4265 Aleman Dr, Tarzana, CA 91356","$1,245,000 ",5 bds,3 ba,"2,977 sqft","$1,233,690 ",Single Family,1968,Forced air,Central,2 spaces,0.37 acres,Great solar potentialSun Numberâ„¢:Â 76.19,"$5,839 ","$4,604/mo",$799/mo,$436/mo,$0/mo
"Plan 2 Plan, The Glen LA","$779,900 ",3 bds,3 ba,"1,950 sqft",,Single Family,2019,,,2 spaces,,,"$3,618 ",,,,
"10721 Crockett St, Sun Valley, CA 91352","$769,000 ",5 bds,6 ba,"3,258 sqft","$769,002 ",Single Family,1948,Wall,,1 space,"9,112 sqft",Great solar potentialSun Numberâ„¢:Â 91.36,"$3,568 ","$2,805/mo",$493/mo,$269/mo,$0/mo
"4837 Agnes Ave, Valley Village, CA 91607","$1,369,000 ",3 bds,2 ba,"1,768 sqft","$1,053,164 ",Single Family,1935,Forced air,Central,1 space,"7,152 sqft",Great solar potentialSun Numberâ„¢:Â 93.82,"$6,420 ","$5,063/mo",$878/mo,$479/mo,$0/mo
"2732 Lincoln Park Ave, Los Angeles, CA 90031","$549,900 ",2 bds,1 ba,864 sqft,"$549,903 ",Single Family,1925,Wall,,3 spaces,"4,089 sqft",,"$2,573 ","$2,028/mo",$353/mo,$192/mo,$0/mo
"6645 Berquist Ave, West Hills, CA 91307","$699,999 ",3 bds,2 ba,"1,570 sqft","$700,103 ",Single Family,1959,Forced air,Central,1 space,"7,723 sqft",Great solar potentialSun Numberâ„¢:Â 75.91,"$3,248 ","$2,554/mo",$449/mo,$245/mo,$0/mo
"250 S Burlington Ave, Los Angeles, CA 90057","$2,550,000 ",12 bds,14 ba,"5,280 sqft","$2,471,538 ",Single Family,2019,Forced air,Central,8 spaces,"4,865 sqft",Great solar potentialSun Numberâ„¢:Â 93.47,"$11,959 ","$9,430/mo","$1,636/mo",$893/mo,$0/mo
"4946 Haskell Ave, Encino, CA 91436","$1,200,000 ",5 bds,5 ba,"3,892 sqft","$1,200,000 ",Single Family,2006,Forced air,Central,2 spaces,"6,751 sqft",Great solar potentialSun Numberâ„¢:Â 93.78,"$5,628 ","$4,438/mo",$770/mo,$420/mo,$0/mo
"10626 Mcvine Ave, Sunland, CA 91040","$597,000 ",2 bds,2 ba,"1,057 sqft","$611,002 ",Single Family,1931,Wall,,1 space,"4,477 sqft",Candidate for a community solar programSun Numberâ„¢:Â 23.84,"$2,770 ","$2,178/mo",$383/mo,$209/mo,$0/mo
"2615 Obama Blvd, Los Angeles, CA 90018","$799,000 ",3 bds,2 ba,"1,188 sqft","$806,263 ",Single Family,1923,Wall,,,"4,477 sqft",,"$3,707 ","$2,915/mo",$513/mo,$280/mo,$0/mo
"14623 La Maida St, Sherman Oaks, CA 91403","$1,100,000 ",4 bds,3 ba,"1,889 sqft","$1,102,444 ",Single Family,1949,Forced air,Central,2 spaces,"6,168 sqft",Great solar potentialSun Numberâ„¢:Â 92.18,"$5,159 ","$4,068/mo",$706/mo,$385/mo,$0/mo
"17929 Califa St, Encino, CA 91316","$1,069,000 ",4 bds,4 ba,"2,465 sqft","$1,060,745 ",Single Family,1949,Forced air,Central,2 spaces,"5,501 sqft",Great solar potentialSun Numberâ„¢:Â 93.61,"$5,013 ","$3,953/mo",$686/mo,$374/mo,$0/mo
"410 Amalfi Dr, Pacific Palisades, CA 90272","$8,350,000 ",4 bds,3 ba,"2,870 sqft","$8,240,766 ",Single Family,1951,Other,None,1 space,0.35 acres,Great solar potentialSun Numberâ„¢:Â 93.06,"$39,160 ","$30,879/mo","$5,358/mo","$2,923/mo",$0/mo
"17747 Orna Dr, Granada Hills, CA 91344","$1,349,900 ",5 bds,5 ba,"4,250 sqft","$1,327,770 ",Single Family,1999,Forced air,Central,,0.25 acres,Great solar potentialSun Numberâ„¢:Â 94.98,"$6,331 ","$4,992/mo",$866/mo,$472/mo,$0/mo
